SA2_MAIN16,Place,Area Alber
316021419,Caloundra - Kings Beach,3.9911
316021418,Buddina - Minyama,4.0969
316021417,Aroona - Currimundi,5.5136
316021424,Wurtulla - Birtinya,6.8437
316021423,Parrearra - Warana,6.8867
316021421,Golden Beach - Pelican Waters,10.453
316031428,Mooloolaba - Alexandra Headland,5.5009
316031427,Maroochydore - Kuluin,13.8495
316031425,Coolum Beach,18.1108
316031426,Marcoola - Mudjimba,32.8881
316051544,Peregian Springs,6.0599
316051437,Sunshine Beach,7.2839
316051434,Noosa Heads,13.0071
316051543,Peregian Beach - Marcus Beach,13.6938
316051438,Tewantin,25.618
316051435,Noosaville,26.4403
316061444,Palmwoods,115.2092
316061442,Landsborough,134.5715
316061439,Beerwah,148.6221
316061441,Glass House Mountains,184.2288
316061440,Caloundra Hinterland,459.3262
316061443,Maroochy Hinterland,526.3125
316071546,Diddillibah - Rosemount,31.3023
316071545,Bli Bli,44.7696
316071548,Nambour,54.0249
316071547,Eumundi - Yandina,215.7895
316081549,Noosa Hinterland,820.066
317011453,Newtown (Qld),5.5435
317011455,Rangeville,8.2521
317011452,Middle Ridge,8.6802
317011456,Toowoomba - Central,9.5179
317011454,North Toowoomba - Harlaxton,10.3068
317011446,Darling Heights,12.536
317011447,Drayton - Harristown,16.278
317011459,Wilsonton,18.9443
317011457,Toowoomba - East,19.4162
317011448,Gatton,49.9778
317011449,Gowrie (Qld),81.0101
317011450,Highfields,149.2804
317011458,Toowoomba - West,161.2951
317011445,Cambooya - Wyreema,227.5385
317011451,Lockyer Valley - West,1480.2184
318011464,Ingham,41.6192
318011462,Charters Towers,41.8593
318011460,Ayr,69.8291
318011466,Palm Island,71.9928
318011461,Burdekin,4878.6303
318011463,Dalrymple,68340.3051
318021477,Heatley,2.0316
318021485,Mundingburra,2.6394
318021479,Hyde Park - Pimlico,3.1985
318021467,Aitkenvale,3.3069
318021472,Cranbrook,3.3581
318021481,Kirwan - East,3.5233
318021478,Hermit Park - Rosslea,3.8838
318021476,Gulliver - Currajong - Vincent,4.9312
318021490,Townsville City - North Ward,6.763
318021487,Oonoonba,8.6993
318021488,South Townsville - Railway Estate,9.179
318021482,Kirwan - West,9.3421
318021475,Garbutt - West End,17.0488
318021484,Mount Louisa,31.602
318021469,Belgian Gardens - Pallarenda,39.829
318021471,Condon - Rasmussen,46.1617
318021483,Magnetic Island,51.1523
318021491,Wulguru - Roseneath,63.5182
318021474,Douglas,78.9574
318021470,Bohle Plains,100.0626
318021480,Kelso,170.3565
318021486,Northern Beaches,1008.6848
318021489,Townsville - South,2073.1699
319011495,Bundaberg,6.1218
319011501,Svensson Heights - Norville,6.399
319011492,Ashfield - Kepnock,8.0749
319011500,Millbank - Avoca,9.54
319011502,Walkervale - Avenell Heights,12.442
319011496,Bundaberg East - Kalkie,13.7591
319011494,Branyan - Kensington,50.4255
319011497,Bundaberg North - Gooburrum,53.8539
319011493,Bargara - Burnett Heads,144.6156
319021505,Kingaroy,70.1948
319021510,North Burnett,289.5233
319021509,Nanango,1648.736
319021504,Gin Gin,2355.4671
319021503,Gayndah - Mundubbera,8513.3532
319021508,Monto - Eidsvold,11156.4957
319031513,Gympie - South,26.7758
319031512,Gympie - North,42.6857
319031511,Cooloola,1141.6459
319031515,Kilkivan,3219.4645
319041519,Point Vernon,4.8459
319041520,Torquay - Scarness - Kawungan,10.9418
319041518,Pialba - Eli Waters,18.7195
319041521,Urangan - Wondunna,23.0976
319041517,Craignish - Dundowran Beach,35.6108
319041516,Booral - River Heads,158.341
319051526,Tinana,37.3373
319051523,Granville,49.0135
319051524,Maryborough (Qld),84.2739
319051522,Burrum - Fraser,2759.1365
499999499,No usual address (SA),0
497979799,Migratory - Offshore - Shipping (SA),0
401011002,North Adelaide,5.0909
401011001,Adelaide,10.4824
401021009,Nairne,24.8562
401021007,Mount Barker,54.1038
401021005,Hahndorf - Echunga,110.1516
401021004,Aldgate - Stirling,117.2141
401021010,Uraidla - Summertown,119.1882
401021006,Lobethal - Woodside,202.4981
401021003,Adelaide Hills,364.439
401031013,Toorak Gardens,6.6869
401031011,Burnside - Wattle Park,11.305
401041014,Athelstone,6.204
401041015,Paradise - Newton,9.2256
401041016,Rostrevor - Magill,9.9383
401051017,Norwood (SA),3.8926
401051018,Payneham - Felixstow,5.2284
401051019,St Peters - Marden,5.9826
401061020,Nailsworth - Broadview,2.3161
401061022,Walkerville,3.53
401061021,Prospect,5.4754
401071024,Unley - Parkside,7.0726
401071023,Goodwood - Millswood,7.1977
402011026,Gawler - South,76.7139
402011027,Lewiston - Two Wells,84.6217
402011025,Gawler - North,145.5294
402021034,Smithfield - Elizabeth North,7.987
402021031,Elizabeth East,8.1823
402021030,Elizabeth,9.2607
402021029,Davoren Park,9.4649
402021028,Craigmore - Blakeview,11.8809
402021032,Munno Para West - Angle Vale,44.3107
402021033,One Tree Hill,130.1511
402021035,Virginia - Waterloo Corner,135.5661
402031038,Windsor Gardens,8.4298
402031036,Enfield - Blair Athol,15.1765
402041042,Parafield,4.6289
402041043,Parafield Gardens,7.0272
402041040,Ingle Farm,7.4263
402041172,Pooraka - Cavan,7.4904
402041044,Paralowie,8.3213
402041171,Mawson Lakes - Globe Derby Park,9.6165
402041041,Para Hills,10.173
402041046,Salisbury,10.7696
402041047,Salisbury East,14.8505
402041048,Salisbury North,31.3003
402041039,Dry Creek - North,38.5669
402051050,Greenwith,6.0371
402051053,Modbury Heights,9.9089
402051052,Hope Valley - Modbury,10.3125
402051051,Highbury - Dernancourt,12.001
402051055,St Agnes - Ridgehaven,12.2999
402051054,Redwood Park,14.1403
402051049,Golden Grove,26.6144
403011056,Brighton (SA),5.9168
403011057,Glenelg (SA),7.2232
403021058,Edwardstown,5.5375
403021064,Warradale,6.0145
403021062,Morphettville,6.2005
403021061,Mitchell Park,7.5686
403021059,Hallett Cove,9.2762
403021063,Sheidow Park - Trott Park,9.3899
403021060,Marino - Seaview Downs,12.2123
403031070,Panorama,5.7425
403031068,Colonel Light Gardens,6.761
403031066,Bellevue Heights,8.7154
403031069,Mitcham (SA),11.4472
403031067,Blackwood,16.928
403031065,Belair,24.7761
403041079,Hackham West - Huntfield Heights,4.374
403041076,Coromandel Valley,4.4154
403041085,Morphett Vale - West,5.0775
403041081,Happy Valley Reservoir,6.5089
403041074,Christies Beach,7.2165
403041084,Morphett Vale - East,7.6836
403041086,Reynella,7.7053
403041073,Christie Downs,8.5727
403041077,Flagstaff Hill,9.7527
403041082,Lonsdale,9.8401
403041080,Happy Valley,10.17
403041089,Woodcroft,13.5274
403041071,Aberfoyle Park,13.8426
403041078,Hackham - Onkaparinga Hills,23.6436
403041072,Aldinga,35.3303
403041088,Willunga,85.1868
403041083,McLaren Vale,119.5749
403041075,Clarendon,123.3732
404011094,Royal Park - Hendon - Albert Park,3.246
404011090,Beverley,4.2061
404011092,Henley Beach,5.9563
404011091,Flinders Park,6.3972
404011093,Hindmarsh - Brompton,7.896
404011095,Seaton - Grange,8.2533
404011096,West Lakes,8.5515
404011097,Woodville - Cheltenham,8.8122
404021098,Dry Creek - South,6.1446
404021099,Largs Bay - Semaphore,6.7241
404021103,Torrens Island,8.8253
404021101,Port Adelaide,12.972
404021100,North Haven,14.8433
404021102,The Parks,18.2633
404031105,Fulham,1.3212
404031109,West Beach,4.5068
404031106,Lockleys,5.702
404031104,Adelaide Airport,7.2952
404031108,Richmond (SA),8.9253
404031107,Plympton,10.6969
405011115,Tanunda,17.3326
405011114,Nuriootpa,50.6409
405011112,Lyndoch,175.7742
405011110,Barossa - Angaston,633.8622
405011113,Mallala,847.8696
405011111,Light,1111.6724
405021116,Clare,74.203
405021117,Gilbert Valley,1675.3597
405021119,Wakefield - Barunga West,5231.2432
405021118,Goyder,6748.1529
405031122,Port Pirie,75.2928
405031120,Jamestown,3107.037
405031121,Peterborough - Mount Remarkable,9643.884
405041126,Wallaroo,146.5314
405041125,Moonta,271.9202
405041124,Kadina,394.1203
405041128,Yorke Peninsula - South,2273.834
405041127,Yorke Peninsula - North,3654.3884
406011136,Whyalla,40.8706
406011137,Whyalla - North,80.449
406011133,Port Lincoln,136.2831
406011129,Ceduna,413.3374
406011130,Eyre Peninsula,7228.3655
406011132,Le Hunte - Elliston,11387.2463
406011131,Kimba - Cleve - Franklin Harbour,15184.3968
406011134,West Coast (SA),31877.8466
406011135,Western,168946.0226
406021139,Coober Pedy,77.6795
406021142,Port Augusta,253.9025
406021143,Roxby Downs,288.3624
406021140,Quorn - Lake Gilles,26107.329
406021138,APY Lands,102359.1511
406021141,Outback,513391.3333
407011148,Victor Harbor,128.2644
407011146,Strathalbyn,155.7859
407011144,Goolwa - Port Elliot,180.8689
407011149,Yankalilla,980.1341
407011145,Kangaroo Island,4400.7382
407021173,Mount Gambier - East,66.7535
407021154,Naracoorte,115.23
407021174,Mount Gambier - West,126.5343
407021152,Millicent,177.4315
407021156,Penola,1514.3964
407021150,Grant,1690.9302
407021158,Wattle Range,2281.8815
407021151,Kingston - Robe,4431.5114
407021157,Tatiara,6527.2342
407031160,Berri,12.0822
407031167,Renmark,14.6561
407031165,Murray Bridge,97.5456
407031162,Loxton,146.0888
407031159,Barmera,856.1907
407031164,Mannum,3287.9008
407031170,Waikerie,5557.8467
407031169,The Coorong,8644.9956
407031161,Karoonda - Lameroo,10548.6359
599999499,No usual address (WA),0
597979799,Migratory - Offshore - Shipping (WA),0
502011025,Mandurah,8.3954
502011022,Falcon - Wannanup,9.5893
502011023,Greenfields,9.9609
502011028,Mandurah - South,11.8268
502011024,Halls Head - Erskine,14.2469
502011027,Mandurah - North,31.8413
502011026,Mandurah - East,40.2182
502011021,Dawesville - Bouvard,97.9248
502011029,Pinjarra,808.8593
503011032,Cottesloe,3.7511
503011031,Claremont (WA),3.8717
503011033,Floreat,4.4196
503011034,Mosman Park - Peppermint Grove,5.4149
503011035,Nedlands - Dalkeith - Crawley,9.7498
503011030,City Beach,9.8073
503011036,Swanbourne - Mount Claremont,11.7008
503021040,North Perth,3.0904
503021038,Mount Hawthorn - Leederville,3.8983
503021037,Kings Park (WA),4.1819
503021043,Wembley - West Leederville - Glendalough,6.5605
503021039,Mount Lawley - Inglewood,7.0812
503021042,Subiaco - Shenton Park,7.7961
504011048,Noranda,4.9416
504011046,Maylands,5.0166
504011044,Bassendean - Eden Hill - Ashfield,10.3449
504011047,Morley,10.5547
504011045,Bayswater - Embleton - Bedford,13.8115
504021051,Helena Valley - Koongamia,8.8361
504021054,Swan View - Greenmount - Midvale,15.1408
504021050,Glen Forrest - Darlington,56.6583
504021053,Mundaring,118.6696
504021049,Chidlow,167.7411
504021052,Malmalling - Reservoir,318.3852
504031063,Malaga,6.4045
504031066,Midland - Guildford,11.7136
504031062,Lockridge - Kiara,14.6126
504031061,Hazelmere - Guildford,16.919
504031069,Walyunga National Park,17.9495
504031067,Stratton - Jane Brook,23.4945
504031056,Ballajura,23.8166
504031065,Middle Swan - Herne Hill,32.1548
504031057,Beechboro,47.1105
504031068,The Vines,66.9987
504031055,Avon Valley National Park,74.9605
504031064,Melaleuca - Lexia,99.6581
504031058,Bullsbrook,253.8629
504031060,Gidgegannup,304.8874
505011082,Sorrento - Marmion,4.5955
505011080,Ocean Reef,5.2646
505011076,Iluka - Burns Beach,5.8339
505011079,Mullaloo - Kallaroo,5.888
505011071,Currambine - Kinross,5.9596
505011081,Padbury,6.0348
505011075,Hillarys,6.2656
505011074,Heathridge - Connolly,6.6259
505011070,Craigie - Beldon,7.1317
505011083,Woodvale,7.1962
505011072,Duncraig,7.6491
505011078,Kingsley,7.8538
505011073,Greenwood - Warwick,8.5644
505011077,Joondalup - Edgewater,15.6229
505021087,Herdsman,3.1133
505021091,Osborne Park Industrial,3.4452
505021095,Tuart Hill - Joondanna,3.6309
505021092,Scarborough,4.9714
505021088,Innaloo - Doubleview,5.6082
505021094,Trigg - North Beach - Watermans Bay,5.7563
505021090,Nollamara - Westminster,6.0391
505021093,Stirling - Osborne Park,6.4972
505021097,Yokine - Coolbinia - Menora,6.8504
505021096,Wembley Downs - Churchlands - Woodlands,8.0214
505021085,Balga - Mirrabooka,9.4487
505021084,Balcatta - Hamersley,10.3604
505021089,Karrinyup - Gwelup - Carine,14.0888
505031102,Girrawheen,4.0937
505031104,Marangaroo,4.7933
505031098,Alexander Heights - Koondoola,6.7014
505031099,Butler - Merriwa - Ridgewood,10.0345
505031101,Clarkson,10.7632
505031105,Mindarie - Quinns Rocks - Jindalee,12.6805
505031106,Neerabup National Park,17.3984
505031258,Yanchep,19.0492
505031100,Carramar,30.0077
505031255,Alkimos - Eglinton,32.6641
505031107,Tapping - Ashby - Sinagra,47.8116
505031257,Two Rocks,55.0875
505031256,Carabooda - Pinjar,371.0902
506011117,Seville Grove,4.5652
506011112,Camillo - Champion Lakes,8.1254
506011114,Kelmscott,15.0443
506011110,Armadale - Wungong - Brookdale,25.3931
506011115,Mount Nasura - Mount Richon - Bedfordale,61.0961
506011116,Roleystone,74.8096
506011111,Ashendon - Lesley,326.2898
506021120,Kewdale Commercial,4.8502
506021119,East Victoria Park - Carlisle,6.2709
506021123,Victoria Park - Lathlain - Burswood,7.5754
506021118,Belmont - Ascot - Redcliffe,10.8529
506021121,Perth Airport,20.3221
506031129,Riverton - Shelley - Rossmoyne,6.4203
506031126,Canning Vale Commercial,6.6779
506031130,Welshpool,8.314
506031128,Parkwood - Ferndale - Lynwood,8.6347
506031125,Canning Vale - West,8.7354
506031131,Willetton,8.743
506031127,Cannington - Queens Park,9.5148
506031124,Bentley - Wilson - St James,11.1482
506041133,Canning Vale - East,9.9338
506041137,Thornlie,11.591
506041134,Gosnells,15.5131
506041135,Huntingdale - Southern River,18.009
506041132,Beckenham - Kenwick - Langford,18.9584
506041136,Maddington - Orange Grove - Martin,53.2923
506051139,High Wycombe,8.6968
506051138,Forrestfield - Wattle Grove,26.8976
506051140,Kalamunda - Maida Vale - Gooseberry Hill,28.1238
506051141,Lesmurdie - Bickley - Carmel,220.0819
506061142,Byford,29.3986
506061143,Mundijong,286.7456
506061144,Serpentine - Jarrahdale,588.6193
506071146,Manning - Waterford,6.161
506071145,Como,6.3895
506071147,South Perth - Kensington,7.7563
507011158,North Coogee,2.774
507011151,Bibra Lake,4.1706
507011153,Coolbellup,4.5202
507011163,Yangebup,6.0198
507011160,Spearwood,6.5192
507011150,Bibra Industrial,6.5456
507011154,Hamilton Hill,6.6153
507011155,Henderson,8.7396
507011161,Success - Hammond Park,8.861
507011159,South Lake - Cockburn Central,8.896
507011152,Coogee,10.4233
507011260,Jandakot,15.7037
507011259,Beeliar - Wattleup,28.7159
507011148,Banjup,29.7061
507021167,O'Connor (WA),1.6691
507021164,East Fremantle,3.1384
507021166,Fremantle - South,7.3037
507021165,Fremantle,29.5403
507031174,Parmelia - Orelia,7.8295
507031170,Calista,15.1365
507031173,Kwinana Industrial,16.7145
507031172,Hope Valley - Postans,24.7949
507031261,Casuarina - Wandi,43.0889
507041176,Bateman,1.9561
507041183,Willagee,2.0887
507041184,Winthrop,3.4789
507041179,Bull Creek,4.1624
507041175,Applecross - Ardross,5.4274
507041177,Bicton - Palmyra,6.322
507041180,Leeming,6.6994
507041178,Booragoon,6.7888
507041181,Melville,7.8838
507041182,Murdoch - Kardinya,8.6462
507051186,Cooloongup,4.9901
507051193,Warnbro,5.6428
507051192,Waikiki,5.7834
507051190,Safety Bay - Shoalwater,7.1927
507051191,Singleton - Golden Bay - Secret Harbour,14.5709
507051189,Rockingham Lakes,21.0334
507051187,Port Kennedy,21.2107
507051188,Rockingham,35.722
501011004,Margaret River,134.4278
501011001,Augusta,2106.5915
501021254,Withers - Usher,8.2177
501021008,College Grove - Carey Park,9.7141
501021012,Eaton - Pelican Point,9.9522
501021253,South Bunbury - Bunbury,11.2504
501021011,Davenport,11.7042
501021251,Dalyellup,16.3306
501021015,East Bunbury - Glen Iris,22.9687
501021252,Gelorup - Stratham,65.254
501021005,Australind - Leschenault,67.3084
501021007,Capel,507.0606
501021010,Dardanup,517.0762
501021016,Waroona,832.2285
501021014,Harvey,1660.6331
501021009,Collie,1709.815
501031019,Manjimup,323.8187
501031018,Donnybrook - Balingup,1559.856
501031017,Bridgetown - Boyup Brook,4163.8195
501031020,Pemberton,9641.0807
509011227,Bayonet Head - Lower King,24.871
509011225,Albany,30.6575
509011233,McKail - Willyung,101.1998
509011232,Little Grove - Elleker,142.6706
509011235,Stirling Range National Park,1121.6226
509011228,Denmark,1859.8487
509011230,Katanning,2647.0202
509011234,Plantagenet,4383.8752
509011231,Kojonup,8554.5095
509011229,Gnowangerup,15012.8153
509021236,Chittering,1219.9032
509021243,Northam,1431.2215
509021244,Toodyay,1691.6485
509021245,York - Beverley,4502.1111
509021237,Cunderdin,6896.4975
509021240,Merredin,9827.5053
509021239,Gingin - Dandaragan,9919.9306
509021238,Dowerin,11490.3834
509021241,Moora,13538.3952
509021242,Mukinbudin,50176.9809
509031249,Narrogin,509.3037
509031248,Murray,2746.4237
509031246,Brookton,7480.8608
509031250,Wagin,9400.051
509031247,Kulin,28626.1667
510011262,Broome,50.0425
510011266,Roebuck,55343.5055
510011263,Derby - West Kimberley,110798.9156
510011265,Kununurra,117707.2878
510011264,Halls Creek,135345.3368
510021268,Newman,17.0749
510021270,South Hedland,22.2565
510021269,Port Hedland,94.1758
510021267,East Pilbara,390578.4788
510031272,Karratha,134.2041
510031273,Roebourne,15104.8531
510031271,Ashburton (WA),100827.0317
511011274,Esperance,479.8669
511021276,Carnarvon,78.2669
511021277,Exmouth,134986.3501
511031281,Kalgoorlie Airport,7.4496
511031278,Boulder,13.0881
511031279,Kalgoorlie,23.4948
511031284,Trafalgar (WA),27.6123
511031280,Kalgoorlie - North,31.0652
511031282,Kambalda - Coolgardie - Norseman,218581.6465
511031283,Leinster - Leonora,495840.4144
511041285,Geraldton,21.8752
511041288,Geraldton - South,26.2854
511041286,Geraldton - East,80.9732
511041287,Geraldton - North,143.0266
511041289,Irwin,2369.3298
511041291,Morawa,23464.3302
511041292,Northampton - Mullewa - Greenough,26161.8873
511041290,Meekatharra,414527.0473
699999499,No usual address (Tas.),0
697979799,Migratory - Offshore - Shipping (Tas.),0
601011003,Old Beach - Otago,31.5716
601011001,Bridgewater - Gagebrook,55.7463
601011002,Brighton - Pontville,88.7598
601021004,Bellerive - Rosny,4.7182
601021008,Lindisfarne - Rose Bay,7.9977
601021009,Mornington - Warrane,8.2145
601021006,Geilston Bay - Risdon,8.7147
601021007,Howrah - Tranmere,9.4115
601021011,Rokeby,15.4232
601021010,Risdon Vale,35.4878
601021012,South Arm,74.2681
601021005,Cambridge,101.7067
601031021,West Moonah,1.7875
601031019,Moonah,2.794
601031016,Derwent Park - Lutana,4.9191
601031018,Montrose - Rosetta,5.7328
601031017,Glenorchy,10.4597
601031015,Claremont (Tas.),17.9226
601031013,Austins Ferry - Granton,27.3675
601031014,Berriedale - Chigwell,34.0496
601031020,New Norfolk,63.2641
601041026,Taroona - Bonnet Hill,8.0166
601041023,Kingston Beach - Blackmans Bay,22.2736
601041022,Kingston - Huntingfield,61.8202
601041025,Mount Wellington,90.163
601041024,Margate - Snug,146.2328
601051033,West Hobart,3.623
601051030,New Town,3.8167
601051027,Hobart,6.6174
601051031,Sandy Bay,6.9463
601051029,Mount Nelson - Dynnyrne,7.9217
601051028,Lenah Valley - Mount Stuart,9.799
601051032,South Hobart - Fern Tree,23.4873
601061034,Dodges Ferry - Lewisham,318.3924
601061035,Sorell - Richmond,375.9341
602011047,South Launceston,2.7762
602011042,Newstead,3.6874
602011051,West Launceston,3.9642
602011043,Norwood (Tas.),3.9851
602011036,Invermay,4.0281
602011038,Launceston,5.2803
602011037,Kings Meadows - Punchbowl,5.7589
602011048,Summerhill - Prospect,8.8067
602011040,Mowbray,9.2817
602011049,Trevallyn,9.7181
602011045,Ravenswood,10.0147
602011052,Youngtown - Relbia,14.9319
602011044,Prospect Vale - Blackstone,17.7443
602011041,Newnham - Mayfield,23.5924
602011039,Legana,33.697
602011046,Riverside,48.3143
602011050,Waverley - St Leonards,55.1274
602021056,Hadspen - Carrick,174.702
602021053,Beauty Point - Beaconsfield,259.1745
602021055,Grindelwald - Lanena,344.8496
602021057,Westbury,679.0802
602021054,Deloraine,2521.1544
602031060,Longford,222.5429
602031062,Perth - Evandale,226.7698
602031059,George Town,747.1679
602031058,Dilston - Lilydale,1274.0719
602031099,Flinders and Cape Barren Islands,1996.6244
602031100,Scottsdale - Bridport,3205.7138
602031064,St Helens - Scamander,3299.1468
602031061,Northern Midlands,4763.6291
603011066,Derwent Valley,1289.9537
603011067,Southern Midlands,2600.2609
603011065,Central Highlands,7185.4625
603011068,Wilderness - East,7351.056
603021070,Cygnet,239.4535
603021069,Bruny Island - Kettering,443.4641
603021072,Huonville - Franklin,681.95
603021071,Geeveston - Dover,827.8139
603031073,Forestier - Tasman,660.3947
603031074,Triabunna - Bicheno,2542.2432
604011075,Acton - Upper Burnie,2.1455
604011077,Burnie - Wivenhoe,11.447
604011080,Romaine - Havenview,11.8537
604011083,West Ulverstone,18.0639
604011078,Parklands - Camdale,19.5336
604011081,Somerset,26.8891
604011082,Ulverstone,27.4924
604011084,Wynyard,58.6445
604011079,Penguin - Sulphur Creek,64.157
604021085,Devonport,10.2768
604021086,East Devonport,13.2324
604021088,Miandetta - Don,23.0743
604021090,Quoiba - Spreyton,28.585
604021092,Turners Beach - Forth,84.3944
604021087,Latrobe,215.3338
604021089,Port Sorell,362.9642
604021091,Sheffield - Railton,1156.4977
604031095,Smithton,91.3095
604031093,King Island,1095.7407
604031096,Waratah,3489.4721
604031097,West Coast (Tas.),3931.6265
604031094,North West,4765.8968
604031098,Wilderness - West,5651.9123
799999499,No usual address (NT),0
797979799,Migratory - Offshore - Shipping (NT),0
701011007,Parap,1.1022
701011008,Stuart Park,1.6531
701011005,Larrakeyah,1.9452
701011003,East Point,2.377
701011002,Darwin City,3.1731
701011004,Fannie Bay - The Gardens,3.9165
701011006,Ludmilla - The Narrows,5.35
701011009,Woolner - Bayview - Winnellie,6.7936
701011001,Darwin Airport,14.3244
701021028,Wagaman,0.8378
701021029,Wanguri,0.8855
701021024,Moil,1.0424
701021010,Alawa,1.2399
701021030,Wulagi,1.2629
701021018,Jingili,1.3163
701021011,Anula,1.3178
701021016,Coconut Grove,1.4242
701021025,Nightcliff,1.4512
701021023,Millner,1.4677
701021026,Rapid Creek,1.9176
701021019,Karama,2.0655
701021020,Leanyer,2.5017
701021013,Brinkin - Nakara,2.6861
701021027,Tiwi,3.1187
701021022,Malak - Marrara,4.8314
701021021,Lyons (NT),7.0409
701021015,Charles Darwin,17.4936
701021014,Buffalo Creek,23.9106
701021017,East Arm,27.9612
701021012,Berrimah,30.2554
701031034,Virginia,54.7364
701031031,Howard Springs,118.021
701031032,Humpty Doo,157.4161
701031033,Koolpinyah,1199.6495
701031035,Weddell,1408.6881
701041036,Bakewell,1.3185
701041039,Gray,1.5029
701041044,Woodroffe,1.5977
701041037,Driver,1.7157
701041040,Moulden,1.7504
701041043,Rosebery - Bellamack,3.1751
701041041,Palmerston - North,4.7651
701041038,Durack - Marlow Lagoon,11.7191
701041042,Palmerston - South,24.9843
702011045,Charles,16.693
702011047,Flynn (NT),17.0626
702011049,Mount Johns,18.9529
702011046,East Side,25.7669
702011048,Larapinta,58.5557
702011051,Ross,190.6821
702011054,Yuendumu - Anmatjere,71845.0771
702011052,Sandover - Plenty,129517.1822
702011050,Petermann - Simpson,175248.1135
702011053,Tanami,192662.3199
702021056,Tennant Creek,42.0605
702021055,Barkly,303169.1199
702031059,Thamarrurr,3373.7078
702031060,Tiwi Islands,7483.1661
702031057,Alligator,33100.6653
702031061,West Arnhem,33509.2426
702031058,Daly,34828.0715
702041064,Nhulunbuy,7.647
702041062,Anindilyakwa,2609.0396
702041063,East Arnhem,30989.9027
702051067,Katherine,7416.9497
702051066,Gulf,92278.235
702051065,Elsey,92949.7346
702051068,Victoria River,133608.8415
899999499,No usual address (ACT),0
897979799,Migratory - Offshore - Shipping (ACT),0
801011023,Page,1.3225
801011021,McKellar,1.414
801011024,Scullin,1.426
801011025,Spence,1.5224
801011001,Aranda,1.5631
801011005,Cook,1.5831
801011026,Weetangera,1.5832
801011014,Higgins,1.6743
801011020,Macquarie,1.7004
801011004,Charnwood,1.8559
801011013,Hawker,1.9562
801011009,Flynn (ACT),2.0955
801011022,Melba,2.3073
801011011,Giralang,2.4467
801011010,Fraser,2.4751
801011017,Latham,2.7312
801011008,Florey,2.7554
801011007,Evatt,3.0603
801011018,Lawson,3.0845
801011015,Holt,3.2957
801011006,Dunlop,3.6054
801011019,Macgregor (ACT),4.2749
801011002,Belconnen,4.4261
801011003,Bruce,5.7975
801011016,Kaleen,6.0268
801011012,Gooromon,9.9448
801011111,Molonglo Corridor,24.9139
801031114,Canberra Airport,5.5374
801031031,Hume,8.5646
801031113,Canberra East,31.069
801031032,Kowen,76.9339
801031115,Majura,89.6908
801041122,Throsby,1.4792
801041037,Crace,1.6518
801041038,Forde,1.9171
801041120,Moncrieff,1.9172
801041048,Palmerston,1.9481
801041039,Franklin,2.2966
801041034,Amaroo,2.5872
801041036,Casey,2.6225
801041035,Bonner,2.7559
801041043,Hall,2.8718
801041118,Jacka,2.9098
801041044,Harrison,2.9168
801041121,Taylor,4.0821
801041046,Ngunnawal,4.1591
801041040,Gungahlin,4.5642
801041119,Kenny,6.1708
801041047,Nicholls,6.7016
801041045,Mitchell,7.3847
801041117,Gungahlin - West,13.7405
801041116,Gungahlin - East,17.2009
801051128,Russell,0.4939
801051127,Reid,0.9367
801051126,Parkes (ACT) - North,1.0976
801051051,Braddon,1.4078
801051053,Civic,1.4309
801051060,Turner,1.5376
801051054,Dickson,1.578
801051055,Downer,1.6342
801051056,Hackett,1.9498
801051125,Duntroon,2.4118
801051049,Acton,2.7374
801051124,Campbell,3.1593
801051050,Ainslie,3.5405
801051061,Watson,3.6744
801051058,O'Connor (ACT),4.9286
801051057,Lyneham,5.4776
801051123,Black Mountain,6.7267
801061129,Barton,1.1901
801061131,Kingston (ACT),1.4039
801061063,Forrest,1.5901
801061068,Parkes (ACT) - South,1.8118
801061064,Griffith (ACT),2.7559
801061062,Deakin,3.5714
801061067,Narrabundah,4.0907
801061069,Red Hill (ACT),4.8606
801061066,Lake Burley Griffin,6.1594
801061070,Yarralumla,7.2105
801061130,Fyshwick,9.7669
801071086,Oxley (ACT),1.0865
801071083,Macarthur,1.3014
801071079,Gowrie (ACT),1.9317
801071077,Gilmore,2.0454
801071087,Richardson,2.2371
801071071,Banks,2.2533
801071081,Isabella Plains,2.495
801071072,Bonython,2.9045
801071074,Chisholm,3.1046
801071076,Fadden,3.1064
801071088,Theodore,3.1353
801071084,Monash,3.4119
801071073,Calwell,3.8922
801071078,Gordon (ACT),4.4416
801071075,Conder,4.5237
801071080,Greenway,5.3071
801071090,Wanniassa,5.3975
801071132,Tuggeranong - West,9.2083
801071085,Mount Taylor,10.9052
801071082,Kambah,11.3361
801071089,Tuggeranong,75.602
801081096,Stirling,1.3226
801081133,Scrivener,1.5532
801081093,Fisher,1.5822
801081095,Rivett,1.6106
801081097,Waramanga,1.7098
801081091,Chapman,1.8558
801081094,Holder,1.8719
801081092,Duffy,2.7964
801081098,Weston,3.8462
801091110,Torrens,1.3013
801091099,Chifley,1.5889
801091108,Pearce,1.7032
801091103,Hughes,1.7894
801091101,Farrer,2.0687
801091106,Mawson,2.1128
801091105,Lyons (ACT),2.2619
801091109,Phillip,2.5749
801091107,O'Malley,2.6068
801091102,Garran,2.6965
801091104,Isaacs,3.0881
801091100,Curtin,4.8079
801101139,Wright,1.2716
801101137,Molonglo,2.1894
801101135,Coombs,2.3178
801101136,Denman Prospect,4.7438
